GW,SLR,Community,County,State,DBcode,Haz_value,Haz_pct,Min_value,Min_pct,Max_value,Max_pct
111,100,Pantego,Beaufort County,NC,EM4,0,0.0000,0,0.0000,0,0.0000
111,100,Pantego,Beaufort County,NC,EM5,0,0.0000,0,0.0000,0,0.0000
111,100,Pantego,Beaufort County,NC,EM6,0,0.0000,0,0.0000,0,0.0000
111,100,Pinetown,Beaufort County,NC,EM1,0,0.0000,0,0.0000,0,0.0000
111,100,Pinetown,Beaufort County,NC,EM2,0,0.0000,0,0.0000,0,0.0000
111,100,Pinetown,Beaufort County,NC,EM3,0,0.0000,0,0.0000,0,0.0000
111,100,Pinetown,Beaufort County,NC,EM4,0,0.0000,0,0.0000,0,0.0000
111,100,Pinetown,Beaufort County,NC,EM5,0,0.0000,0,0.0000,0,0.0000
111,100,Pinetown,Beaufort County,NC,EM6,0,0.0000,0,0.0000,0,0.0000
111,100,River Road,Beaufort County,NC,EM1,46,0.0849,46,0.0849,46,0.0849
111,100,River Road,Beaufort County,NC,EM2,8,0.1778,8,0.1778,8,0.1778
111,100,River Road,Beaufort County,NC,EM3,13,0.0977,13,0.0977,13,0.0977
111,100,River Road,Beaufort County,NC,EM4,20,0.0939,20,0.0939,20,0.0939
111,100,River Road,Beaufort County,NC,EM5,0,0.0000,0,0.0000,0,0.0000
111,100,River Road,Beaufort County,NC,EM6,5,0.0338,5,0.0338,5,0.0338
111,100,Unincorporated Beaufort,Beaufort County,NC,EM1,436,0.0695,436,0.0695,436,0.0695
111,100,Unincorporated Beaufort,Beaufort County,NC,EM2,138,0.0753,138,0.0753,138,0.0753
111,100,Unincorporated Beaufort,Beaufort County,NC,EM3,110,0.0904,110,0.0904,110,0.0904
111,100,Unincorporated Beaufort,Beaufort County,NC,EM4,115,0.0902,115,0.0902,115,0.0902
111,100,Unincorporated Beaufort,Beaufort County,NC,EM5,20,0.0450,20,0.0450,20,0.0450
111,100,Unincorporated Beaufort,Beaufort County,NC,EM6,53,0.0353,53,0.0353,53,0.0353
111,100,Washington,Beaufort County,NC,EM1,119,0.0105,119,0.0105,119,0.0105
111,100,Washington,Beaufort County,NC,EM2,86,0.0191,86,0.0191,86,0.0191
111,100,Washington,Beaufort County,NC,EM3,2,0.0010,2,0.0010,2,0.0010
111,100,Washington,Beaufort County,NC,EM4,21,0.0073,21,0.0073,21,0.0073
111,100,Washington,Beaufort County,NC,EM5,0,0.0000,0,0.0000,0,0.0000
111,100,Washington,Beaufort County,NC,EM6,10,0.0053,10,0.0053,10,0.0053
111,100,Washington Park,Beaufort County,NC,EM1,4,0.1250,4,0.1250,4,0.1250
111,100,Washington Park,Beaufort County,NC,EM2,0,0.0000,0,0.0000,0,0.0000
111,100,Washington Park,Beaufort County,NC,EM3,4,0.2105,4,0.2105,4,0.2105
111,100,Washington Park,Beaufort County,NC,EM4,0,0.0000,0,0.0000,0,0.0000
111,100,Washington Park,Beaufort County,NC,EM5,0,0.0000,0,0.0000,0,0.0000
111,100,Washington Park,Beaufort County,NC,EM6,0,0.0000,0,0.0000,0,0.0000
111,150,Aurora,Beaufort County,NC,EM1,3,0.0256,3,0.0256,3,0.0256
111,150,Aurora,Beaufort County,NC,EM2,0,0.0000,0,0.0000,0,0.0000
111,150,Aurora,Beaufort County,NC,EM3,0,0.0000,0,0.0000,0,0.0000
111,150,Aurora,Beaufort County,NC,EM4,3,0.1364,3,0.1364,3,0.1364
111,150,Aurora,Beaufort County,NC,EM5,0,0.0000,0,0.0000,0,0.0000
111,150,Aurora,Beaufort County,NC,EM6,0,0.0000,0,0.0000,0,0.0000
111,150,Bath,Beaufort County,NC,EM1,0,0.0000,0,0.0000,0,0.0000
111,150,Bath,Beaufort County,NC,EM2,0,0.0000,0,0.0000,0,0.0000
111,150,Bath,Beaufort County,NC,EM3,0,0.0000,0,0.0000,0,0.0000
111,150,Bath,Beaufort County,NC,EM4,0,0.0000,0,0.0000,0,0.0000
111,150,Bath,Beaufort County,NC,EM5,0,0.0000,0,0.0000,0,0.0000
111,150,Bath,Beaufort County,NC,EM6,0,0.0000,0,0.0000,0,0.0000
111,150,Bayview,Beaufort County,NC,EM1,9,0.1098,9,0.1098,9,0.1098
111,150,Bayview,Beaufort County,NC,EM2,0,0.0000,0,0.0000,0,0.0000
111,150,Bayview,Beaufort County,NC,EM3,4,1.0000,4,1.0000,4,1.0000
111,150,Bayview,Beaufort County,NC,EM4,2,0.0267,2,0.0267,2,0.0267
111,150,Bayview,Beaufort County,NC,EM5,3,1.0000,3,1.0000,3,1.0000
