GW,SLR,County,State,DBcode,Haz_value,Haz_pct,Min_value,Min_pct,Max_value,Max_pct
205,0,Beaufort County,NC,LC7,15,0.3748,10,0.2604,9,0.2354
205,25,Beaufort County,NC,LC2,6,0.3132,5,0.2744,4,0.2421
205,25,Beaufort County,NC,LC3,60,0.2634,66,0.2917,31,0.1366
205,25,Beaufort County,NC,LC4,104,0.4426,35,0.1498,36,0.1549
205,25,Beaufort County,NC,LC5,35,0.4770,11,0.1490,12,0.1579
205,25,Beaufort County,NC,LC6,47,0.2053,57,0.2460,21,0.0909
205,25,Beaufort County,NC,LC7,14,0.3603,10,0.2493,9,0.2362
205,50,Beaufort County,NC,LC2,5,0.3009,4,0.2477,4,0.2430
205,50,Beaufort County,NC,LC3,58,0.2545,61,0.2708,31,0.1349
205,50,Beaufort County,NC,LC4,103,0.4407,33,0.1420,36,0.1528
205,50,Beaufort County,NC,LC5,35,0.4759,11,0.1451,12,0.1557
205,50,Beaufort County,NC,LC6,45,0.1963,53,0.2314,21,0.0905
205,50,Beaufort County,NC,LC7,14,0.3561,9,0.2379,9,0.2343
205,100,Beaufort County,NC,LC2,5,0.2590,3,0.1958,4,0.2318
205,100,Beaufort County,NC,LC3,50,0.2221,46,0.2009,30,0.1306
205,100,Beaufort County,NC,LC4,100,0.4271,29,0.1238,34,0.1464
205,100,Beaufort County,NC,LC5,34,0.4662,9,0.1222,11,0.1490
205,100,Beaufort County,NC,LC6,42,0.1817,42,0.1810,20,0.0878
205,100,Beaufort County,NC,LC7,14,0.3519,8,0.1988,9,0.2200
205,150,Beaufort County,NC,LC2,5,0.2671,3,0.1478,4,0.2221
205,150,Beaufort County,NC,LC3,50,0.2208,33,0.1439,28,0.1250
205,150,Beaufort County,NC,LC4,99,0.4248,27,0.1151,34,0.1442
205,150,Beaufort County,NC,LC5,35,0.4672,8,0.1049,11,0.1514
205,150,Beaufort County,NC,LC6,44,0.1921,31,0.1340,20,0.0858
205,150,Beaufort County,NC,LC7,13,0.3323,7,0.1660,9,0.2165
205,200,Beaufort County,NC,LC2,4,0.2146,2,0.1156,4,0.2124
205,200,Beaufort County,NC,LC3,44,0.1936,22,0.0976,27,0.1201
205,200,Beaufort County,NC,LC4,97,0.4141,25,0.1078,33,0.1389
205,200,Beaufort County,NC,LC5,33,0.4456,7,0.0978,11,0.1452
205,200,Beaufort County,NC,LC6,38,0.1629,28,0.1206,19,0.0813
205,200,Beaufort County,NC,LC7,12,0.2920,6,0.1413,8,0.2045
205,300,Beaufort County,NC,LC2,4,0.2071,2,0.0867,4,0.2060
205,300,Beaufort County,NC,LC3,42,0.1848,16,0.0715,27,0.1195
205,300,Beaufort County,NC,LC4,96,0.4112,24,0.1008,32,0.1382
205,300,Beaufort County,NC,LC5,33,0.4411,6,0.0813,10,0.1366
205,300,Beaufort County,NC,LC6,34,0.1489,26,0.1132,18,0.0776
205,300,Beaufort County,NC,LC7,11,0.2732,4,0.1074,8,0.1955
111,0,Bertie County,NC,LC2,0,0.0058,0,0.0058,0,0.0058
111,0,Bertie County,NC,LC3,0,0.0001,0,0.0001,0,0.0001
111,0,Bertie County,NC,LC4,0,0.0000,0,0.0000,0,0.0000
111,0,Bertie County,NC,LC5,0,0.0001,0,0.0001,0,0.0001
111,0,Bertie County,NC,LC6,6,0.0244,6,0.0244,6,0.0244
111,0,Bertie County,NC,LC7,0,0.0004,0,0.0004,0,0.0004
111,25,Bertie County,NC,LC2,0,0.0073,0,0.0073,0,0.0073
111,25,Bertie County,NC,LC3,0,0.0001,0,0.0001,0,0.0001
111,25,Bertie County,NC,LC4,0,0.0000,0,0.0000,0,0.0000
111,25,Bertie County,NC,LC5,0,0.0001,0,0.0001,0,0.0001
111,25,Bertie County,NC,LC6,27,0.1162,27,0.1162,27,0.1162
111,25,Bertie County,NC,LC7,0,0.0007,0,0.0007,0,0.0007
111,50,Bertie County,NC,LC2,0,0.0088,0,0.0088,0,0.0088
111,50,Bertie County,NC,LC3,0,0.0001,0,0.0001,0,0.0001
111,50,Bertie County,NC,LC4,0,0.0001,0,0.0001,0,0.0001
111,50,Bertie County,NC,LC5,0,0.0002,0,0.0002,0,0.0002
111,50,Bertie County,NC,LC6,40,0.1713,40,0.1713,40,0.1713
111,50,Bertie County,NC,LC7,0,0.0014,0,0.0014,0,0.0014
111,100,Bertie County,NC,LC2,0,0.0118,0,0.0118,0,0.0118
111,100,Bertie County,NC,LC3,0,0.0006,0,0.0006,0,0.0006
111,100,Bertie County,NC,LC4,0,0.0004,0,0.0004,0,0.0004
111,100,Bertie County,NC,LC5,0,0.0003,0,0.0003,0,0.0003
111,100,Bertie County,NC,LC6,45,0.1903,45,0.1903,45,0.1903
