GW,SLR,County,State,DBcode,Haz_value,Haz_pct,Min_value,Min_pct,Max_value,Max_pct
102,0,Bertie County,NC,RO3,10,0.0632,3,0.0203,35,0.2100
102,0,Bertie County,NC,RO4,47,0.0753,26,0.0420,115,0.1835
102,25,Bertie County,NC,RO1,61,0.0705,31,0.0356,174,0.2011
102,25,Bertie County,NC,RO2,3,0.0462,1,0.0133,21,0.3009
102,25,Bertie County,NC,RO3,11,0.0641,4,0.0222,35,0.2144
102,25,Bertie County,NC,RO4,47,0.0748,26,0.0415,117,0.1867
102,50,Bertie County,NC,RO1,61,0.0712,32,0.0367,171,0.1982
102,50,Bertie County,NC,RO2,3,0.0474,1,0.0153,21,0.3014
102,50,Bertie County,NC,RO3,11,0.0670,4,0.0253,35,0.2111
102,50,Bertie County,NC,RO4,47,0.0750,26,0.0420,115,0.1835
102,100,Bertie County,NC,RO1,62,0.0724,32,0.0373,174,0.2016
102,100,Bertie County,NC,RO2,4,0.0526,1,0.0204,21,0.3027
102,100,Bertie County,NC,RO3,11,0.0680,4,0.0256,36,0.2164
102,100,Bertie County,NC,RO4,48,0.0757,27,0.0422,117,0.1867
102,150,Bertie County,NC,RO1,64,0.0740,33,0.0383,173,0.2004
102,150,Bertie County,NC,RO2,4,0.0639,2,0.0352,21,0.3075
102,150,Bertie County,NC,RO3,12,0.0712,5,0.0274,35,0.2140
102,150,Bertie County,NC,RO4,48,0.0758,26,0.0415,116,0.1850
102,200,Bertie County,NC,RO1,65,0.0757,34,0.0397,172,0.1990
102,200,Bertie County,NC,RO2,5,0.0791,4,0.0553,22,0.3130
102,200,Bertie County,NC,RO3,12,0.0727,5,0.0283,35,0.2103
102,200,Bertie County,NC,RO4,48,0.0761,26,0.0410,115,0.1835
102,300,Bertie County,NC,RO1,68,0.0786,34,0.0396,170,0.1972
102,300,Bertie County,NC,RO2,5,0.0671,3,0.0438,21,0.3062
102,300,Bertie County,NC,RO3,12,0.0730,4,0.0249,34,0.2038
102,300,Bertie County,NC,RO4,51,0.0813,27,0.0430,115,0.1835
205,0,Bertie County,NC,RO1,284,0.3296,91,0.1057,243,0.2815
205,0,Bertie County,NC,RO2,35,0.5051,15,0.2210,29,0.4140
205,0,Bertie County,NC,RO3,49,0.2997,17,0.1028,42,0.2561
205,0,Bertie County,NC,RO4,200,0.3181,59,0.0938,172,0.2736
205,25,Bertie County,NC,RO1,270,0.3132,94,0.1084,245,0.2844
205,25,Bertie County,NC,RO2,29,0.4203,15,0.2216,29,0.4142
205,25,Bertie County,NC,RO3,50,0.3022,18,0.1068,43,0.2581
205,25,Bertie County,NC,RO4,191,0.3043,61,0.0963,174,0.2770
205,50,Bertie County,NC,RO1,266,0.3086,96,0.1108,243,0.2818
205,50,Bertie County,NC,RO2,29,0.4216,16,0.2265,29,0.4149
205,50,Bertie County,NC,RO3,47,0.2851,17,0.1036,42,0.2547
205,50,Bertie County,NC,RO4,190,0.3024,63,0.1000,172,0.2742
205,100,Bertie County,NC,RO1,273,0.3163,121,0.1398,244,0.2825
205,100,Bertie County,NC,RO2,30,0.4407,19,0.2755,29,0.4145
205,100,Bertie County,NC,RO3,48,0.2902,19,0.1170,41,0.2517
205,100,Bertie County,NC,RO4,195,0.3095,82,0.1308,174,0.2761
205,150,Bertie County,NC,RO1,269,0.3115,119,0.1378,242,0.2807
205,150,Bertie County,NC,RO2,29,0.4203,16,0.2309,28,0.4057
205,150,Bertie County,NC,RO3,47,0.2827,21,0.1247,41,0.2489
205,150,Bertie County,NC,RO4,193,0.3071,82,0.1310,173,0.2752
205,200,Bertie County,NC,RO1,280,0.3240,125,0.1451,237,0.2752
205,200,Bertie County,NC,RO2,29,0.4239,14,0.1954,25,0.3650
205,200,Bertie County,NC,RO3,50,0.3046,21,0.1263,41,0.2460
205,200,Bertie County,NC,RO4,200,0.3181,91,0.1445,172,0.2729
205,300,Bertie County,NC,RO1,285,0.3307,156,0.1810,229,0.2656
205,300,Bertie County,NC,RO2,29,0.4147,16,0.2378,22,0.3221
205,300,Bertie County,NC,RO3,50,0.3058,24,0.1449,40,0.2434
205,300,Bertie County,NC,RO4,206,0.3280,116,0.1843,167,0.2652
111,0,Bladen County,NC,RO1,0,0.0000,0,0.0000,0,0.0000
111,0,Bladen County,NC,RO2,0,0.0000,0,0.0000,0,0.0000
111,0,Bladen County,NC,RO3,0,0.0000,0,0.0000,0,0.0000
111,0,Bladen County,NC,RO4,0,0.0000,0,0.0000,0,0.0000
111,25,Bladen County,NC,RO1,0,0.0000,0,0.0000,0,0.0000
111,25,Bladen County,NC,RO2,0,0.0000,0,0.0000,0,0.0000
111,25,Bladen County,NC,RO3,0,0.0000,0,0.0000,0,0.0000
111,25,Bladen County,NC,RO4,0,0.0000,0,0.0000,0,0.0000
111,50,Bladen County,NC,RO1,0,0.0000,0,0.0000,0,0.0000
111,50,Bladen County,NC,RO2,0,0.0000,0,0.0000,0,0.0000
111,50,Bladen County,NC,RO3,0,0.0000,0,0.0000,0,0.0000
111,50,Bladen County,NC,RO4,0,0.0000,0,0.0000,0,0.0000
111,100,Bladen County,NC,RO1,0,0.0000,0,0.0000,0,0.0000
111,100,Bladen County,NC,RO2,0,0.0000,0,0.0000,0,0.0000
111,100,Bladen County,NC,RO3,0,0.0000,0,0.0000,0,0.0000
111,100,Bladen County,NC,RO4,0,0.0000,0,0.0000,0,0.0000
111,150,Bladen County,NC,RO1,0,0.0000,0,0.0000,0,0.0000
111,150,Bladen County,NC,RO2,0,0.0000,0,0.0000,0,0.0000
111,150,Bladen County,NC,RO3,0,0.0000,0,0.0000,0,0.0000
111,150,Bladen County,NC,RO4,0,0.0000,0,0.0000,0,0.0000
111,200,Bladen County,NC,RO1,0,0.0000,0,0.0000,0,0.0000
111,200,Bladen County,NC,RO2,0,0.0000,0,0.0000,0,0.0000
111,200,Bladen County,NC,RO3,0,0.0000,0,0.0000,0,0.0000
111,200,Bladen County,NC,RO4,0,0.0000,0,0.0000,0,0.0000
111,300,Bladen County,NC,RO1,1,0.0004,1,0.0004,1,0.0004
111,300,Bladen County,NC,RO2,0,0.0000,0,0.0000,0,0.0000
111,300,Bladen County,NC,RO3,0,0.0014,0,0.0014,0,0.0014
111,300,Bladen County,NC,RO4,0,0.0001,0,0.0001,0,0.0001
000,0,Bladen County,NC,RO1,4,0.0025,0,0.0002,29,0.0200
000,0,Bladen County,NC,RO2,0,0.0000,0,0.0000,0,0.0000
000,0,Bladen County,NC,RO3,2,0.0051,0,0.0000,8,0.0223
000,0,Bladen County,NC,RO4,2,0.0017,0,0.0002,22,0.0193
000,25,Bladen County,NC,RO1,4,0.0025,0,0.0002,29,0.0200
000,25,Bladen County,NC,RO2,0,0.0000,0,0.0000,0,0.0000
