SS,SLR,County,State,DBcode,Haz_value,Haz_pct,Min_value,Min_pct,Max_value,Max_pct
100,0,Beaufort County,NC,RE22,3247,0.6968,2840,0.6094,3667,0.7870
100,25,Beaufort County,NC,RE1,26631,0.5964,22775,0.5101,32482,0.7274
100,25,Beaufort County,NC,RE3,18049,0.5731,15016,0.4768,22502,0.7145
100,25,Beaufort County,NC,RE4,7294,0.6668,6695,0.6120,8380,0.7660
100,25,Beaufort County,NC,RE5,399,0.5597,333,0.4673,511,0.7183
100,25,Beaufort County,NC,RE6,175,0.5963,151,0.5126,211,0.7161
100,25,Beaufort County,NC,RE7,30,0.6216,27,0.5565,35,0.7344
100,25,Beaufort County,NC,RE8,1814,0.5817,1511,0.4848,2243,0.7193
100,25,Beaufort County,NC,RE2,2014,0.5866,1679,0.4892,2498,0.7277
100,25,Beaufort County,NC,RE20,15016,0.6233,13059,0.5421,17857,0.7412
100,25,Beaufort County,NC,RE21,11744,0.6044,10156,0.5227,14182,0.7299
100,25,Beaufort County,NC,RE22,3272,0.7022,2903,0.6229,3675,0.7886
100,50,Beaufort County,NC,RE1,26823,0.6007,23309,0.5220,32572,0.7295
100,50,Beaufort County,NC,RE3,18199,0.5779,15420,0.4896,22568,0.7166
100,50,Beaufort County,NC,RE4,7325,0.6696,6788,0.6205,8400,0.7678
100,50,Beaufort County,NC,RE5,401,0.5633,341,0.4788,513,0.7203
100,50,Beaufort County,NC,RE6,176,0.5996,154,0.5251,211,0.7181
100,50,Beaufort County,NC,RE7,30,0.6310,27,0.5656,35,0.7363
100,50,Beaufort County,NC,RE8,1831,0.5873,1557,0.4994,2249,0.7213
100,50,Beaufort County,NC,RE2,2033,0.5921,1729,0.5037,2505,0.7297
100,50,Beaufort County,NC,RE20,15119,0.6276,13337,0.5536,17903,0.7432
100,50,Beaufort County,NC,RE21,11824,0.6086,10373,0.5338,14220,0.7319
100,50,Beaufort County,NC,RE22,3295,0.7071,2965,0.6362,3683,0.7904
100,100,Beaufort County,NC,RE1,27273,0.6108,24480,0.5482,32838,0.7354
100,100,Beaufort County,NC,RE3,18566,0.5895,16335,0.5187,22758,0.7227
100,100,Beaufort County,NC,RE4,7394,0.6759,6969,0.6370,8463,0.7735
100,100,Beaufort County,NC,RE5,407,0.5717,361,0.5073,516,0.7253
100,100,Beaufort County,NC,RE6,179,0.6083,163,0.5532,213,0.7236
100,100,Beaufort County,NC,RE7,31,0.6383,28,0.5813,36,0.7408
100,100,Beaufort County,NC,RE8,1857,0.5956,1655,0.5308,2269,0.7277
100,100,Beaufort County,NC,RE2,2059,0.5999,1840,0.5360,2527,0.7362
100,100,Beaufort County,NC,RE20,15357,0.6375,13952,0.5792,18039,0.7488
100,100,Beaufort County,NC,RE21,12015,0.6184,10852,0.5585,14335,0.7378
100,100,Beaufort County,NC,RE22,3342,0.7172,3100,0.6652,3705,0.7950
100,150,Beaufort County,NC,RE1,27662,0.6195,25337,0.5674,33167,0.7428
100,150,Beaufort County,NC,RE3,18868,0.5991,17011,0.5402,22987,0.7299
100,150,Beaufort County,NC,RE4,7465,0.6823,7100,0.6490,8545,0.7810
100,150,Beaufort County,NC,RE5,413,0.5807,375,0.5272,521,0.7314
100,150,Beaufort County,NC,RE6,181,0.6160,167,0.5686,215,0.7322
100,150,Beaufort County,NC,RE7,31,0.6454,29,0.5996,36,0.7464
100,150,Beaufort County,NC,RE8,1883,0.6040,1723,0.5525,2294,0.7357
100,150,Beaufort County,NC,RE2,2088,0.6083,1914,0.5576,2555,0.7443
100,150,Beaufort County,NC,RE20,15553,0.6456,14397,0.5976,18204,0.7557
100,150,Beaufort County,NC,RE21,12166,0.6261,11208,0.5769,14474,0.7449
100,150,Beaufort County,NC,RE22,3387,0.7268,3189,0.6843,3730,0.8004
100,200,Beaufort County,NC,RE1,28009,0.6273,25955,0.5813,33634,0.7533
100,200,Beaufort County,NC,RE3,19131,0.6075,17495,0.5556,23322,0.7406
100,200,Beaufort County,NC,RE4,7532,0.6885,7205,0.6586,8653,0.7909
100,200,Beaufort County,NC,RE5,420,0.5893,386,0.5415,527,0.7400
100,200,Beaufort County,NC,RE6,184,0.6249,170,0.5799,219,0.7439
100,200,Beaufort County,NC,RE7,31,0.6554,30,0.6236,36,0.7562
100,200,Beaufort County,NC,RE8,1908,0.6120,1769,0.5672,2328,0.7467
100,200,Beaufort County,NC,RE2,2114,0.6159,1964,0.5720,2593,0.7554
100,200,Beaufort County,NC,RE20,15728,0.6529,14719,0.6110,18437,0.7653
100,200,Beaufort County,NC,RE21,12311,0.6336,11468,0.5902,14673,0.7552
100,200,Beaufort County,NC,RE22,3417,0.7333,3251,0.6975,3763,0.8076
100,300,Beaufort County,NC,RE1,28956,0.6485,26834,0.6010,35108,0.7863
100,300,Beaufort County,NC,RE3,19843,0.6301,18160,0.5766,24366,0.7737
100,300,Beaufort County,NC,RE4,7722,0.7058,7378,0.6744,9004,0.8231
100,300,Beaufort County,NC,RE5,435,0.6108,399,0.5606,547,0.7676
100,300,Beaufort County,NC,RE6,191,0.6485,176,0.5982,231,0.7858
100,300,Beaufort County,NC,RE7,33,0.6829,31,0.6412,38,0.7920
100,300,Beaufort County,NC,RE8,1970,0.6318,1834,0.5882,2442,0.7832
100,300,Beaufort County,NC,RE2,2181,0.6354,2033,0.5921,2714,0.7907
100,300,Beaufort County,NC,RE20,16205,0.6727,15166,0.6295,19178,0.7961
100,300,Beaufort County,NC,RE21,12715,0.6544,11822,0.6085,15313,0.7881
100,300,Beaufort County,NC,RE22,3490,0.7490,3343,0.7174,3864,0.8293
000,0,Bertie County,NC,RE1,317,0.0194,314,0.0192,4284,0.2619
000,0,Bertie County,NC,RE3,123,0.0199,121,0.0196,1655,0.2678
000,0,Bertie County,NC,RE4,194,0.0193,193,0.0192,2618,0.2607
000,0,Bertie County,NC,RE5,6,0.0243,6,0.0242,59,0.2545
000,0,Bertie County,NC,RE6,4,0.0378,4,0.0377,23,0.2068
000,0,Bertie County,NC,RE7,2,0.0723,2,0.0720,9,0.3886
000,0,Bertie County,NC,RE8,5,0.0187,5,0.0186,56,0.1969
